,text,true_labels,pred_labels
169,"  Clustering a lexicon of words is a well-studied problem in natural language
processing (NLP). Word clusters are used to deal with sparse data in
statistical language processing, as well as features for solving various NLP
tasks (text categorization, question answering, named entity recognition and
others).
  Spectral clustering is a widely used technique in the field of image
processing and speech recognition. However, it has scarcely been explored in
the context of NLP; specifically, the method used in this (Meila and Shi, 2001)
has never been used to cluster a general word lexicon.
  We apply spectral clustering to a lexicon of words, evaluating the resulting
clusters by using them as features for solving two classical NLP tasks:
semantic role labeling and dependency parsing. We compare performance with
Brown clustering, a widely-used technique for word clustering, as well as with
other clustering methods. We show that spectral clusters produce similar
results to Brown clusters, and outperform other clustering methods. In
addition, we quantify the overlap between spectral and Brown clusters, showing
that each model captures some information which is uncaptured by the other.
",2,5
170,"  Conventional cellular wireless networks were designed with the purpose of
providing high throughput for the user and high capacity for the service
provider, without any provisions of energy efficiency. As a result, these
networks have an enormous Carbon footprint. In this note, we describe the
sources of the inefficiencies in such networks. First we quantify how much
Carbon footprint such networks generate. We also discuss how much more mobile
traffic is expected to increase so that this Carbon footprint will even
increase tremendously more. We then discuss specific sources of inefficiency
and potential sources of improvement at the physical layer as well as higher
layers of the communication protocol hierarchy. In particular, considering that
most of the energy inefficiency in wireless cellular networks is at the base
stations, we discuss multi-tier networks and point to the potential of
exploiting mobility patterns in order to use base station energy judiciously.
",0,4
171,"  Electronic information is increasingly often shared among entities without
complete mutual trust. To address related security and privacy issues, a few
cryptographic techniques have emerged that support privacy-preserving
information sharing and retrieval. One interesting open problem in this context
involves two parties that need to assess the similarity of their datasets, but
are reluctant to disclose their actual content. This paper presents an
efficient and provably-secure construction supporting the privacy-preserving
evaluation of sample set similarity, where similarity is measured as the
Jaccard index. We present two protocols: the first securely computes the
(Jaccard) similarity of two sets, and the second approximates it, using MinHash
techniques, with lower complexities. We show that our novel protocols are
attractive in many compelling applications, including document/multimedia
similarity, biometric authentication, and genetic tests. In the process, we
demonstrate that our constructions are appreciably more efficient than prior
work.
",5,6
172,"  Tying the weights of the target word embeddings with the target word
classifiers of neural machine translation models leads to faster training and
often to better translation quality. Given the success of this parameter
sharing, we investigate other forms of sharing in between no sharing and hard
equality of parameters. In particular, we propose a structure-aware output
layer which captures the semantic structure of the output space of words within
a joint input-output embedding. The model is a generalized form of weight tying
which shares parameters but allows learning a more flexible relationship with
input word embeddings and allows the effective capacity of the output layer to
be controlled. In addition, the model shares weights across output classifiers
and translation contexts which allows it to better leverage prior knowledge
about them. Our evaluation on English-to-Finnish and English-to-German datasets
shows the effectiveness of the method against strong encoder-decoder baselines
trained with or without weight tying.
",2,6
173,"  Given an arbitrary bitstream, we consider the problem of finding the longest
substring whose ratio of ones to zeroes equals a given value. The central
result of this paper is an algorithm that solves this problem in linear time.
The method involves (i) reformulating the problem as a constrained walk through
a sparse matrix, and then (ii) developing a data structure for this sparse
matrix that allows us to perform each step of the walk in amortised constant
time. We also give a linear time algorithm to find the longest substring whose
ratio of ones to zeroes is bounded below by a given value. Both problems have
practical relevance to cryptography and bioinformatics.
",6,2
174,"  This paper presents an approach to model features and function nets of
automotive systems comprehensively. In order to bridge the gap between feature
requirements and function nets, we describe an approach to describe both using
a SysML-based notation. If requirements on the automotive system are changed by
several developers responsible for different features, it is important for
developers to have a good overview and understanding of the functions affected.
We show that this can be comprehensively modeled using so called ""feature
views"". In order to validate these views against the complete function nets,
consistency checks are provided.
",2,1
175,"  We develop a timeout based extension of propositional linear temporal logic
(which we call TLTL) to specify timing properties of timeout based models of
real time systems. TLTL formulas explicitly refer to a running global clock
together with static timing variables as well as a dynamic variable abstracting
the timeout behavior. We extend LTL with the capability to express timeout
constraints. From the expressiveness view point, TLTL is not comparable with
important known clock based real-time logics including TPTL, XCTL, and MTL,
i.e., TLTL can specify certain properties, which cannot be specified in these
logics (also vice-versa). We define a corresponding timeout tableau for
satisfiability checking of the TLTL formulas. Also a model checking algorithm
over timeout Kripke structure is presented. Further we prove that the validity
checking for such an extended logic remains PSPACE-complete even in the
presence of timeout constraints and infinite state models. Under discrete time
semantics, with bounded timeout increments, the model-checking problem that if
a TLTL-formula holds in a timeout Kripke structure is also PSPACE complete. We
further prove that when TLTL is interpreted over discrete time, it can be
embedded in the monadic second order logic with time, and when TLTL is
interpreted over dense time without the condition of non-zenoness, the
resulting logic becomes $\Sigma_1^1$-complete.
",2,5
176,"  We consider the problem of generating relevant execution traces to test rich
interactive applications. Rich interactive applications, such as apps on mobile
platforms, are complex stateful and often distributed systems where
sufficiently exercising the app with user-interaction (UI) event sequences to
expose defects is both hard and time-consuming. In particular, there is a
fundamental tension between brute-force random UI exercising tools, which are
fully-automated but offer low relevance, and UI test scripts, which are manual
but offer high relevance. In this paper, we consider a middle way---enabling a
seamless fusion of scripted and randomized UI testing. This fusion is
prototyped in a testing tool called ChimpCheck for programming, generating, and
executing property-based randomized test cases for Android apps. Our approach
realizes this fusion by offering a high-level, embedded domain-specific
language for defining custom generators of simulated user-interaction event
sequences. What follows is a combinator library built on industrial strength
frameworks for property-based testing (ScalaCheck) and Android testing (Android
JUnit and Espresso) to implement property-based randomized testing for Android
development. Driven by real, reported issues in open source Android apps, we
show, through case studies, how ChimpCheck enables expressing effective testing
patterns in a compact manner.
",1,6
177,"  Motivated by alleviating CO$_2$ pollution, Electric Vehicle (EV) based
applications have recently received wide interests from both commercial and
research communities by using electric energy instead of traditional fuel
energy. Although EVs are inherently with limited travelling distance, such
limitation could be overcome by deploying public Charging Stations (CSs) to
recharge EVs battery during their journeys. In this paper we propose a novel
communication framework for on-the-move EV charging scenario, based on the
Publish/Subscribe (P/S) mechanism for disseminating necessary CS information to
EVs, in order for them to make optimized decisions on where to charge. A core
part of our communication framework is the utilization of Road Side Units
(RSUs) to bridge the information flow from CSs to EVs, which has been regarded
as a type of cost-efficient communication infrastructure. Under this design, we
introduce two complementary communication modes of signalling protocols, namely
Push and Pull Modes, in order to enable the required information dissemination
operation. Both analysis and simulation show the advantage of Pull Mode, in
which the information is cached at RSUs to support asynchronous communication.
We further propose a remote reservation service based on the Pull Mode, such
that the CS-selection decision making can utilize the knowledge of EVs'
charging reservation, as published from EVs through RSUs to CSs. Results show
that both the performance at CS and EV sides are further improved based on
using this anticipated information.
",5,3
178,"  Regularization of neural machine translation is still a significant problem,
especially in low-resource settings. To mollify this problem, we propose
regressing word embeddings (ReWE) as a new regularization technique in a system
that is jointly trained to predict the next word in the translation
(categorical value) and its word embedding (continuous value). Such a joint
training allows the proposed system to learn the distributional properties
represented by the word embeddings, empirically improving the generalization to
unseen sentences. Experiments over three translation datasets have showed a
consistent improvement over a strong baseline, ranging between 0.91 and 2.54
BLEU points, and also a marked improvement over a state-of-the-art system.
",2,5
179,"  Mobile (cellular) networks enable innovation, but can also stifle it and lead
to user frustration when network performance falls below expectations. As
mobile networks become the predominant method of Internet access, developer,
research, network operator, and regulatory communities have taken an increased
interest in measuring end-to-end mobile network performance to, among other
goals, minimize negative impact on application responsiveness. In this survey
we examine current approaches to end-to-end mobile network performance
measurement, diagnosis, and application prototyping. We compare available tools
and their shortcomings with respect to the needs of researchers, developers,
regulators, and the public. We intend for this survey to provide a
comprehensive view of currently active efforts and some auspicious directions
for future work in mobile network measurement and mobile application
performance evaluation.
",1,5
180,"  Edge computing is a novel paradigm designed toimprove the quality of service
for latency sensitive cloud applications. However, the state-of-the-art edge
services are designedfor specific applications, which are isolated from each
other.To better improve the utilization level of edge nodes, publicresource
sharing among edges from distinct service providersshould be encouraged
economically. In this work, we employ thepayment channel techniques to design
and implement EdgeToll,a blockchain-based toll collection system for
heterogeneous public edge sharing. Test-bed has been developed to validate
theproposal and preliminary experiments have been conducted todemonstrate the
time and cost efficiency of the system.
",6,4
181,"  QoS-aware networking applications such as real-time streaming and video
surveillance systems require nearly fixed average end-to-end delay over long
periods to communicate efficiently, although may tolerate some delay variations
in short periods. This variability exhibits complex dynamics that makes rate
control of such applications a formidable task. This paper addresses rate
allocation for heterogeneous QoS-aware applications that preserves the
long-term end-to-end delay constraint while, similar to Dynamic Network Utility
Maximization (DNUM), strives to achieve the maximum network utility aggregated
over a fixed time interval. Since capturing temporal dynamics in QoS
requirements of sources is allowed in our system model, we incorporate a novel
time-coupling constraint in which delay-sensitivity of sources is considered
such that a certain end-to-end average delay for each source over a
pre-specified time interval is satisfied. We propose DA-DNUM algorithm, as a
dual-based solution, which allocates source rates for the next time interval in
a distributed fashion, given the knowledge of network parameters in advance.
Through numerical experiments, we show that DA-DNUM gains higher average link
utilization and a wider range of feasible scenarios in comparison with the
best, to our knowledge, rate control schemes that may guarantee such
constraints on delay.
",5,1
182,"  Sentiment analysis or opinion mining aims to determine attitudes, judgments
and opinions of customers for a product or a service. This is a great system to
help manufacturers or servicers know the satisfaction level of customers about
their products or services. From that, they can have appropriate adjustments.
We use a popular machine learning method, being Support Vector Machine, combine
with the library in Waikato Environment for Knowledge Analysis (WEKA) to build
Java web program which analyzes the sentiment of English comments belongs one
in four types of woman products. That are dresses, handbags, shoes and rings.
We have developed and test our system with a training set having 300 comments
and a test set having 400 comments. The experimental results of the system
about precision, recall and F measures for positive comments are 89.3%, 95.0%
and 92,.1%; for negative comments are 97.1%, 78.5% and 86.8%; and for neutral
comments are 76.7%, 86.2% and 81.2%.
",2,1
183,"  This paper discusses the key principles of Gigabit Passive Optical Network
(GPON) which is based on Time Division Multiplexing Passive Optical Network
(TDM PON) and Wavelength Division Multiplexing Passive Optical Network (WDM
PON), which is considered to be next generation passive optical network. In the
present day scenario, access to broad- band is increasing at a rapid pace.
Because of the advantages of fiber access in terms of capacity and cost, most
of the countries have started deploying GPON access as an important part of
national strategy. Though GPON is promising, it has few limitations. On the
other hand WDM PON, a next generation network, is quite promising unlike GPON,
it is easily scalable and interoperable with different vendors. This paper
provides an overview of GPON, WDM PON and its key dissimilarities based on
technicalities and cost.
",2,3
184,"  An overview on current developments in post quantum cryptography
",6,4
185,"  Although feature models are widely used in practice, for example,
representing variability in software product lines, their integration is still
a challenge. Many integration techniques have been proposed, although none of
these have proven to be fully effective. Integrating feature models becomes a
difficult, costly, error-prone task. Since their transition occurs in a
generalized and automated way, the techniques applied to compose the models end
up giving rise to a final model, in many cases undesired, without taking into
account the specific needs arising from the requirements determined by the
analysts and developers. Therefore, this work proposes FMIT, a technique for
integrating feature models. The FMIT is based on contemporary model integration
strategies to increase the accuracy and quality of the integrated feature
model. In this way, it will be possible to identify the degree of similarity
between composite feature diagrams, to verify their accuracy, as well as to
identify conflicts. In addition, this work proposes the development of a
prototype based on the set of strategies, used to take decisions according to
the requirements established during the integration of feature models, whether
this is semi-automatic or automatic. To evaluate FMIT, experimental studies
were conducted with 10 participants, including students and professionals.
Participants performed 12 integration scenarios, 6 using the FMIT and 6
manually. The results suggest that FMIT improved accuracy by 43\% of the cases,
as well as reduced the effort by 70\% to perform the integrations.
",1,2
186,"  With the increase in mobile traffic and the bandwidth demand,
Device-to-Device (D2D) communication underlaying Long Term Evolution (LTE)
networks has gained tremendous interest by the researchers, cellular operators
and equipment manufacturers. However, the application of D2D communication has
been limited to emergency services and it needs to be explored in commercial
applications. In this paper, we have introduced a novel commercial D2D
offloading scheme for users who may be at cell edges, inside isolated
environments like basement or large buildings, etc. Our proposed scheme
discovers the available idle D2D neighbors for such poor channel users and
offloads its data to the D2D neighbor, which then relays the data to the eNB.
We have developed a D2D offloading simulation model in MATLAB, have conducted
extensive simulations and have observed that the proposed scheme can provide
better efficiency to the network as well as satisfy the poor channel users
significantly.
",4,0
187,"  Given a metric space $(F \cup C, d)$, we consider star covers of $C$ with
balanced loads. A star is a pair $(f, C_f)$ where $f \in F$ and $C_f \subseteq
C$, and the load of a star is $\sum_{c \in C_f} d(f, c)$. In minimum load
$k$-star cover problem $(\mathrm{MLkSC})$, one tries to cover the set of
clients $C$ using $k$ stars that minimize the maximum load of a star, and in
minimum size star cover $(\mathrm{MSSC})$ one aims to find the minimum number
of stars of load at most $T$ needed to cover $C$, where $T$ is a given
parameter.
  We obtain new bicriteria approximations for the two problems using novel
rounding algorithms for their standard LP relaxations. For $\mathrm{MLkSC}$, we
find a star cover with $(1+\varepsilon)k$ stars and
$O(1/\varepsilon^2)\mathrm{OPT}_{\mathrm{MLk}}$ load where
$\mathrm{OPT}_{\mathrm{MLk}}$ is the optimum load. For $\mathrm{MSSC}$, we find
a star cover with $O(1/\varepsilon^2) \mathrm{OPT}_{\mathrm{MS}}$ stars of load
at most $(2 + \varepsilon) T$ where $\mathrm{OPT}_{\mathrm{MS}}$ is the optimal
number of stars for the problem. Previously, non-trivial bicriteria
approximations were known only when $F = C$.
",6,4
188,"  Distributed information systems are needed to be autonomous, heterogeneous
and adaptable to the context. This is the reason why they resort Web services
based on SOA Based on the advanced technology of SOA. These technologies can
evolve in a dynamic environment in a well-defined context and according to
events automatically, such as time, temperature, location, authentication,
etc... This is what we call self-adaptability to context. In this paper, we are
interested in improving the different needs of this criterion and we propose a
new approach towards a self-adaptability of SOA to the context based on
workflow and showing the feasibility of this approach by integration the
workflow under a platform and test this integration by a case study.
",5,1
189,"  Intruders can infer properties of a system by measuring the time it takes for
the system to respond to some request of a given protocol, that is, by
exploiting time side channels. These properties may help intruders distinguish
whether a system is a honeypot or concrete system helping him avoid defense
mechanisms, or track a user among others violating his privacy. Observational
equivalence is the technical machinery used for verifying whether two systems
are distinguishable. Moreover, efficient symbolic methods have been developed
for automating the check of observational equivalence of systems. This paper
introduces a novel definition of timed observational equivalence which also
distinguishes systems according to their time side channels. Moreover, as our
definition uses symbolic time constraints, it can be automated by using
SMT-solvers.
",5,1
190,"  We study several extensions of linear-time and computation-tree temporal
logics with quantifiers that allow for counting how often certain properties
hold. For most of these extensions, the model-checking problem is undecidable,
but we show that decidability can be recovered by considering flat Kripke
structures where each state belongs to at most one simple loop. Most decision
procedures are based on results on (flat) counter systems where counters are
used to implement the evaluation of counting operators.
",6,4
191,"  Given a finite metric space $(V,d)$, an approximate distance oracle is a data
structure which, when queried on two points $u,v \in V$, returns an
approximation to the the actual distance between $u$ and $v$ which is within
some bounded stretch factor of the true distance. There has been significant
work on the tradeoff between the important parameters of approximate distance
oracles (and in particular between the size, stretch, and query time), but in
this paper we take a different point of view, that of per-instance
optimization. If we are given an particular input metric space and stretch
bound, can we find the smallest possible approximate distance oracle for that
particular input? Since this question is not even well-defined, we restrict our
attention to well-known classes of approximate distance oracles, and study
whether we can optimize over those classes.
  In particular, we give an $O(\log n)$-approximation to the problem of finding
the smallest stretch $3$ Thorup-Zwick distance oracle, as well as the problem
of finding the smallest P\v{a}tra\c{s}cu-Roditty distance oracle. We also prove
a matching $\Omega(\log n)$ lower bound for both problems, and an
$\Omega(n^{\frac{1}{k}-\frac{1}{2^{k-1}}})$ integrality gap for the more
general stretch $(2k-1)$ Thorup-Zwick distance oracle. We also consider the
problem of approximating the best TZ or PR approximate distance oracle
\emph{with outliers}, and show that more advanced techniques (SDP relaxations
in particular) allow us to optimize even in the presence of outliers.
",5,1
192,"  In the context of cloud computing, risks associated with underlying
technologies, risks involving service models and outsourcing, and enterprise
readiness have been recognized as potential barriers for the adoption. To
accelerate cloud adoption, the concrete barriers negatively influencing the
adoption decision need to be identified. Our study aims at understanding the
impact of technical and security-related barriers on the organizational
decision to adopt the cloud. We analyzed data collected through a web survey of
352 individuals working for enterprises consisting of decision makers as well
as employees from other levels within an organization. The comparison of
adopter and non-adopter sample reveals three potential adoption inhibitor,
security, data privacy, and portability. The result from our logistic
regression analysis confirms the criticality of the security concern, which
results in an up to 26-fold increase in the non-adoption likelihood. Our study
underlines the importance of the technical and security perspectives for
research investigating the adoption of technology.
",2,3
193,"  Existing parallel algorithms for wavelet tree construction have a work
complexity of $O(n\log\sigma)$. This paper presents parallel algorithms for the
problem with improved work complexity. Our first algorithm is based on parallel
integer sorting and has either $O(n\log\log n\lceil\log\sigma/\sqrt{\log
n\log\log n}\rceil)$ work and polylogarithmic depth, or
$O(n\lceil\log\sigma/\sqrt{\log n}\rceil)$ work and sub-linear depth. We also
describe another algorithm that has $O(n\lceil\log\sigma/\sqrt{\log n} \rceil)$
work and $O(\sigma+\log n)$ depth. We then show how to use similar ideas to
construct variants of wavelet trees (arbitrary-shaped binary trees and multiary
trees) as well as wavelet matrices in parallel with lower work complexity than
prior algorithms. Finally, we show that the rank and select structures on
binary sequences and multiary sequences, which are stored on wavelet tree
nodes, can be constructed in parallel with improved work bounds, matching those
of the best existing sequential algorithms for constructing rank and select
structures.
",4,3
194,"  During acceptance testing customers assess whether a system meets their
expectations and often identify issues that should be improved. These findings
have to be communicated to the developers a task we observed to be error prone,
especially in distributed teams. Here, it is normally not possible to have
developer representatives from every site attend the test. Developers who were
not present might misunderstand insufficiently documented findings. This
hinders fixing the issues and endangers customer satisfaction. Integrated
feedback systems promise to mitigate this problem. They allow to easily capture
findings and their context. Correctly applied, this technique could improve
feedback, while reducing customer effort. This paper collects our experiences
from comparing acceptance testing with and without feedback systems in a
distributed project. Our results indicate that this technique can improve
acceptance testing if certain requirements are met. We identify key
requirements feedback systems should meet to support acceptance testing.
",1,6
195,"  Cardinality constrained submodular function maximization, which aims to
select a subset of size at most $k$ to maximize a monotone submodular utility
function, is the key in many data mining and machine learning applications such
as data summarization and maximum coverage problems. When data is given as a
stream, streaming submodular optimization (SSO) techniques are desired.
Existing SSO techniques can only apply to insertion-only streams where each
element has an infinite lifespan, and sliding-window streams where each element
has a same lifespan (i.e., window size). However, elements in some data streams
may have arbitrary different lifespans, and this requires addressing SSO over
streams with inhomogeneous-decays (SSO-ID). This work formulates the SSO-ID
problem and presents three algorithms: BasicStreaming is a basic streaming
algorithm that achieves an $(1/2-\epsilon)$ approximation factor; HistApprox
improves the efficiency significantly and achieves an $(1/3-\epsilon)$
approximation factor; HistStreaming is a streaming version of HistApprox and
uses heuristics to further improve the efficiency. Experiments conducted on
real data demonstrate that HistStreaming can find high quality solutions and is
up to two orders of magnitude faster than the naive Greedy algorithm.
",0,3
196,"  This paper presents PUBSUB-SGX, a content-based publish-subscribe system that
exploits trusted execution environments (TEEs), such as Intel SGX, to guarantee
confidentiality and integrity of data as well as anonymity and privacy of
publishers and subscribers. We describe the technical details of our Python
implementation, as well as the required system support introduced to deploy our
system in a container-based runtime. Our evaluation results show that our
approach is sound, while at the same time highlighting the performance and
scalability trade-offs. In particular, by supporting just-in-time compilation
inside of TEEs, Python programs inside of TEEs are in general faster than when
executed natively using standard CPython.
",4,6
197,"  Targeted sentiment classification aims at determining the sentimental
tendency towards specific targets. Most of the previous approaches model
context and target words with RNN and attention. However, RNNs are difficult to
parallelize and truncated backpropagation through time brings difficulty in
remembering long-term patterns. To address this issue, this paper proposes an
Attentional Encoder Network (AEN) which eschews recurrence and employs
attention based encoders for the modeling between context and target. We raise
the label unreliability issue and introduce label smoothing regularization. We
also apply pre-trained BERT to this task and obtain new state-of-the-art
results. Experiments and analysis demonstrate the effectiveness and lightweight
of our model.
",6,2
198,"  The need for optical parallelization is driven by the imminent optical
capacity crunch, where the spectral efficiency required in the coming decades
will be beyond the Shannon limit. To this end, the emerging high-speed Ethernet
services at 100 Gbps, have already standardized options to utilize parallel
optics to parallelize interfaces referred to as Multi-lane Distribution (MLD).
OFDM-based optical network is a promising transmission option towards the goal
of Ethernet parallelization. It can allocate optical resource tailored for a
variety of bandwidth requirements and that in a fundamentally parallel fashion
with each sub-carrier utilizing a frequency slot at a lower rate than if serial
transmission was used. In this paper, we propose a novel parallel transmission
framework designed for elastic (OFDM-based) optical networks to support
high-speed Ethernet services, in-line with IEEE and ITU-T standards. We
formulate an ILP optimization model based on integer linear programming, with
consideration of various constraints, including spectrum fragmentation,
differential delay and guard-band constraints. We also propose a heuristic
algorithm which can be applied when the optimization model becomes intractable.
The numerical results show the effectiveness and high suitability of elastic
optical networks to support parallel transmission in high-speed Ethernet. To
the best of our knowledge, this is the first attempt to investigate the
parallel transmission in elastic optical networks to support standardized
high-speed Ethernet.
",4,3
199,"  Unsupervised learning has been an attractive method for easily deriving
meaningful data representations from vast amounts of unlabeled data. These
representations, or embeddings, often yield superior results in many tasks,
whether used directly or as features in subsequent training stages. However,
the quality of the embeddings is highly dependent on the assumed knowledge in
the unlabeled data and how the system extracts information without supervision.
Domain portability is also very limited in unsupervised learning, often
requiring re-training on other in-domain corpora to achieve robustness. In this
work we present a multitask paradigm for unsupervised contextual learning of
behavioral interactions which addresses unsupervised domain adaption. We
introduce an online multitask objective into unsupervised learning and show
that sentence embeddings generated through this process increases performance
of affective tasks.
",1,6
200,"  Logical frameworks are meta-formalisms in which the syntax and semantics of
object logics and related formal systems can be defined. This allows object
logics to inherit implementations from the framework including, e.g., parser,
type checker, or module system. But if the desired object logic falls outside
the comfort zone of the logical framework, these definitions may become
cumbersome or infeasible.
  Therefore, the MMT system abstracts even further than previous frameworks: it
assumes no type system or logic at all and allows its kernel algorithms to be
customized by almost arbitrary sets of rules. In particular, this allows
implementing standard logical frameworks like LF in MMT. But it does so without
chaining users to one particular meta-formalism: users can flexibly adapt MMT
whenever the object logic demands it.
  In this paper, we present a series of case studies that do just that,
defining increasingly complex object logics in MMT. We use elegant declarative
logic definitions wherever possible, but inject entirely new rules into the
kernel when necessary. Our experience shows that the MMT approach allows
deriving prototype implementations of very diverse formal systems very easily
and quickly.
",6,5
201,"  Linguists and psychologists have long been studying cross-linguistic
transfer, the influence of native language properties on linguistic performance
in a foreign language. In this work we provide empirical evidence for this
process in the form of a strong correlation between language similarities
derived from structural features in English as Second Language (ESL) texts and
equivalent similarities obtained from the typological features of the native
languages. We leverage this finding to recover native language typological
similarity structure directly from ESL text, and perform prediction of
typological features in an unsupervised fashion with respect to the target
languages. Our method achieves 72.2% accuracy on the typology prediction task,
a result that is highly competitive with equivalent methods that rely on
typological resources.
",3,2
202,"  MANET is a cooperative network in which nodes are responsible for forwarding
as well as routing. Noncooperation is still a big challenge that certainly
degrades the performance and reliability of a MANET. This paper presents a
novel methodology to overcome routing misbehavior in MANET using Retaliation
Model. In this model node misbehavior is watched and an equivalent misbehavior
is given in return. This model employs several parameters such as number of
packets forwarded, number of packets received for forwarding, packet forwarding
ratio etc. to calculate Grade and Bonus Points. The Grade is used to isolate
selfish nodes from the routing paths and the Bonus Points defines the number of
packets dropped by an honest node in retaliation over its misconducts. The
implementation is done in ""GloMoSim"" on top of the DSR protocol. We obtained up
to 40% packet delivery ratio with a cost of a minimum of 7.5% overhead compared
to DSR. To minimize total control traffic overhead we have included the FG
Model with our model and it reduces the overhead up to 75%. This model enforces
cooperation due to its stricter punishment strategy and justifies its name.
",1,3
203,"  We propose a parallel graph-based data clustering algorithm using CUDA GPU,
based on exact clustering of the minimum spanning tree in terms of a minimum
isoperimetric criteria. We also provide a comparative performance analysis of
our algorithm with other related ones which demonstrates the general
superiority of this parallel algorithm over other competing algorithms in terms
of accuracy and speed.
",3,1
204,"  We observe today a large diversity of proof systems. This diversity has the
negative consequence that a lot of theorems are proved many times. Unlike
programming languages, it is difficult for these systems to co-operate because
they do not implement the same logic. Logical frameworks are a class of theorem
provers that overcome this issue by their capacity of implementing various
logics. In this work, we study the STTforall logic, an extension of Simple Type
Theory that has been encoded in the logical framework Dedukti. We present a
translation from this logic to OpenTheory, a proof system and interoperability
tool between provers of the HOL family. We have used this translation to export
an arithmetic library containing Fermat's little theorem to OpenTheory and to
two other proof systems that are Coq and Matita.
",3,1
205,"  We study conditions for a concurrent construction of proof-nets in the
framework developed by Andreoli in recent papers. We define specific
correctness criteria for that purpose. We first study closed modules (i.e.
validity of the execution of a logic program), then extend the criterion to
open modules (i.e. validity during the execution) distinguishing criteria for
acyclicity and connectability in order to allow incremental verification.
",1,6
206,"  Research on quality issues of business process models has recently begun to
explore the process of creating process models. As a consequence, the question
arises whether different ways of creating process models exist. In this vein,
we observed 115 students engaged in the act of modeling, recording all their
interactions with the modeling environment using a specialized tool. The
recordings of process modeling were subsequently clustered. Results presented
in this paper suggest the existence of three distinct modeling styles,
exhibiting significantly different characteristics. We believe that this
finding constitutes another building block toward a more comprehensive
understanding of the process of process modeling that will ultimately enable us
to support modelers in creating better business process models.
",2,6
207,"  This paper describes the use of Naive Bayes to address the task of assigning
function tags and context free grammar (CFG) to parse Myanmar sentences. Part
of the challenge of statistical function tagging for Myanmar sentences comes
from the fact that Myanmar has free-phrase-order and a complex morphological
system. Function tagging is a pre-processing step for parsing. In the task of
function tagging, we use the functional annotated corpus and tag Myanmar
sentences with correct segmentation, POS (part-of-speech) tagging and chunking
information. We propose Myanmar grammar rules and apply context free grammar
(CFG) to find out the parse tree of function tagged Myanmar sentences.
Experiments show that our analysis achieves a good result with parsing of
simple sentences and three types of complex sentences.
",6,4
208,"  Recently, Liaw et al. proposed a remote user authentication scheme using
smart cards. Their scheme has claimed a number of features e.g. mutual
authentication, no clock synchronization, no verifier table, flexible user
password change, etc. We show that Liaw et al.'s scheme is completely insecure.
By intercepting a valid login message in Liaw et al.'s scheme, any unregistered
user or adversary can easily login to the remote system and establish a session
key.
",2,1
209,"  Data streams are a sequence of data flowing between source and destination
processes. Streaming is widely used for signal, image and video processing for
its efficiency in pipelining and effectiveness in reducing demand for memory.
The goal of this work is to extend the use of data streams to support both
conventional scientific applications and emerging data analytic applications
running on HPC platforms. We introduce an extension called MPIStream to the
de-facto programming standard on HPC, MPI. MPIStream supports data streams
either within a single application or among multiple applications. We present
three use cases using MPI streams in HPC applications together with their
parallel performance. We show the convenience of using MPI streams to support
the needs from both traditional HPC and emerging data analytics applications
running on supercomputers.
",1,5
210,"  Consider a network in which $n$ distributed nodes are connected to a single
server. Each node continuously observes a data stream consisting of one value
per discrete time step. The server has to continuously monitor a given
parameter defined over all information available at the distributed nodes. That
is, in any time step $t$, it has to compute an output based on all values
currently observed across all streams. To do so, nodes can send messages to the
server and the server can broadcast messages to the nodes. The objective is the
minimisation of communication while allowing the server to compute the desired
output.
  We consider monitoring problems related to the domain $D_t$ defined to be the
set of values observed by at least one node at time $t$. We provide randomised
algorithms for monitoring $D_t$, (approximations of) the size $|D_t|$ and the
frequencies of all members of $D_t$. Besides worst-case bounds, we also obtain
improved results when inputs are parameterised according to the similarity of
observations between consecutive time steps. This parameterisation allows to
exclude inputs with rapid and heavy changes, which usually lead to the
worst-case bounds but might be rather artificial in certain scenarios.
",4,3
211,"  Algorithms for frequent pattern mining, a popular informatics application,
have unique requirements that are not met by any of the existing parallel
tools. In particular, such applications operate on extremely large data sets
and have irregular memory access patterns. For efficient parallelization of
such applications, it is necessary to support dynamic load balancing along with
scheduling mechanisms that allow users to exploit data locality. Given these
requirements, task parallelism is the most promising of the available parallel
programming models. However, existing solutions for task parallelism schedule
tasks implicitly and hence, custom scheduling policies that can exploit data
locality cannot be easily employed. In this paper we demonstrate and
characterize the speedup obtained in a frequent pattern mining application
using a custom clustered scheduling policy in place of the popular Cilk-style
policy. We present PFunc, a novel task parallel library whose customizable task
scheduling and task priorities facilitated the implementation of our clustered
scheduling policy.
",1,6
212,"  Effectively using full syntactic parsing information in Neural Networks (NNs)
to solve relational tasks, e.g., question similarity, is still an open problem.
In this paper, we propose to inject structural representations in NNs by (i)
learning an SVM model using Tree Kernels (TKs) on relatively few pairs of
questions (few thousands) as gold standard (GS) training data is typically
scarce, (ii) predicting labels on a very large corpus of question pairs, and
(iii) pre-training NNs on such large corpus. The results on Quora and SemEval
question similarity datasets show that NNs trained with our approach can learn
more accurate models, especially after fine tuning on GS.
",5,2
